Location,Continent,Date,DailyCases,DaysSinceStart,DailySlope,MaxSlope
Armenia,Asia,2020-04-20,48,89,0.7124993267920281,226.88269303462724
Armenia,Asia,2020-04-21,62,90,0.7128365949881366,226.88269303462724
Armenia,Asia,2020-04-22,72,91,0.7131747450754521,226.88269303462724
Armenia,Asia,2020-04-23,50,92,0.7135137805174655,226.88269303462724
Armenia,Asia,2020-04-24,73,93,0.7138537047958282,226.88269303462724
Armenia,Asia,2020-04-25,81,94,0.7141945214104707,226.88269303462724
Armenia,Asia,2020-04-26,69,95,0.7145362338797231,226.88269303462724
Armenia,Asia,2020-04-27,62,96,0.714878845740436,226.88269303462724
Armenia,Asia,2020-04-28,59,97,0.7152223605481028,226.88269303462724
Armenia,Asia,2020-04-29,65,98,0.7155667818769824,226.88269303462724
Armenia,Asia,2020-04-30,134,99,0.7159121133202232,226.88269303462724
Armenia,Asia,2020-05-01,82,100,0.7162583584899881,226.88269303462724
Armenia,Asia,2020-05-02,125,101,0.7166055210175806,226.88269303462724
Armenia,Asia,2020-05-03,113,102,0.7169536045535714,226.88269303462724
Armenia,Asia,2020-05-04,121,103,0.7173026127679268,226.88269303462724
Armenia,Asia,2020-05-05,112,104,0.7176525493501373,226.88269303462724
Armenia,Asia,2020-05-06,163,105,0.718003418009348,226.88269303462724
Armenia,Asia,2020-05-07,102,106,0.7183552224744888,226.88269303462724
Armenia,Asia,2020-05-08,145,107,0.7187079664944078,226.88269303462724
Armenia,Asia,2020-05-09,146,108,0.7190616538380035,226.88269303462724
Armenia,Asia,2020-05-10,138,109,0.7194162882943591,226.88269303462724
Armenia,Asia,2020-05-11,79,110,0.7197718736728783,226.88269303462724
Armenia,Asia,2020-05-12,146,111,0.7201284138034213,226.88269303462724
Armenia,Asia,2020-05-13,180,112,0.7204859125364425,226.88269303462724
Armenia,Asia,2020-05-14,142,113,0.7208443737431288,226.88269303462724
Armenia,Asia,2020-05-15,184,114,0.7212038013155397,226.88269303462724
Armenia,Asia,2020-05-16,239,115,0.7215641991667481,226.88269303462724
Armenia,Asia,2020-05-17,189,116,0.721925571230982,226.88269303462724
Armenia,Asia,2020-05-18,351,117,0.7222879214637682,226.88269303462724
Armenia,Asia,2020-05-19,218,118,0.722651253842076,226.88269303462724
Armenia,Asia,2020-05-20,230,119,0.723015572364463,226.88269303462724
Armenia,Asia,2020-05-21,335,120,0.7233808810512221,226.88269303462724
Armenia,Asia,2020-05-22,322,121,0.7237471839445289,226.88269303462724
Armenia,Asia,2020-05-23,374,122,0.7241144851085908,226.88269303462724
Armenia,Asia,2020-05-24,359,123,0.7244827886297976,226.88269303462724
Armenia,Asia,2020-05-25,452,124,0.724852098616873,226.88269303462724
Armenia,Asia,2020-05-26,289,125,0.7252224192010275,226.88269303462724
Armenia,Asia,2020-05-27,372,126,0.7255937545361115,226.88269303462724
Armenia,Asia,2020-05-28,442,127,0.7259661087987721,226.88269303462724
Armenia,Asia,2020-05-29,460,128,0.7263394861886088,226.88269303462724
Armenia,Asia,2020-05-30,251,129,0.7267138909283313,226.88269303462724
Armenia,Asia,2020-05-31,355,130,0.7270893272639192,226.88269303462724
Armenia,Asia,2020-06-01,210,131,0.727465799464782,226.88269303462724
Armenia,Asia,2020-06-02,517,132,0.7278433118239213,226.88269303462724
Armenia,Asia,2020-06-03,515,133,0.7282218686580939,226.88269303462724
Armenia,Asia,2020-06-04,697,134,0.7286014743079762,226.88269303462724
Armenia,Asia,2020-06-05,596,135,0.7289821331383304,226.88269303462724
Armenia,Asia,2020-06-06,547,136,0.7293638495381712,226.88269303462724
Armenia,Asia,2020-06-07,766,137,0.7297466279209355,226.88269303462724
Armenia,Asia,2020-06-08,195,138,0.730130472724651,226.88269303462724
Armenia,Asia,2020-06-09,350,139,0.7305153884121096,226.88269303462724
Armenia,Asia,2020-06-10,428,140,0.7309013794710386,226.88269303462724
Armenia,Asia,2020-06-11,566,141,0.731288450414276,226.88269303462724
Armenia,Asia,2020-06-12,612,142,0.7316766057799468,226.88269303462724
Armenia,Asia,2020-06-13,723,143,0.7320658501316388,226.88269303462724
Armenia,Asia,2020-06-14,663,144,0.7324561880585835,226.88269303462724
Armenia,Asia,2020-06-15,397,145,0.7328476241758345,226.88269303462724
Armenia,Asia,2020-06-16,425,146,0.733240163124451,226.88269303462724
Armenia,Asia,2020-06-17,544,147,0.73363380957168,226.88269303462724
Armenia,Asia,2020-06-18,665,148,0.734028568211142,226.88269303462724
Armenia,Asia,2020-06-19,459,149,0.7344244437630175,226.88269303462724
Armenia,Asia,2020-06-20,551,150,0.7348214409742347,226.88269303462724
Armenia,Asia,2020-06-21,560,151,0.7352195646186597,226.88269303462724
Armenia,Asia,2020-06-22,320,152,0.7356188194972875,226.88269303462724
Armenia,Asia,2020-06-23,418,153,0.7360192104384351,226.88269303462724
Armenia,Asia,2020-06-24,711,154,0.7364207422979365,226.88269303462724
Armenia,Asia,2020-06-25,771,155,0.7368234199593385,226.88269303462724
Armenia,Asia,2020-06-26,759,156,0.7372272483340988,226.88269303462724
Armenia,Asia,2020-06-27,662,157,0.7376322323617858,226.88269303462724
Armenia,Asia,2020-06-28,736,158,0.7380383770102801,226.88269303462724
Armenia,Asia,2020-06-29,482,159,0.7384456872759773,226.88269303462724
Armenia,Asia,2020-06-30,415,160,0.7388541681839931,226.88269303462724
Armenia,Asia,2020-07-01,523,161,0.7392638247883702,226.88269303462724
Armenia,Asia,2020-07-02,593,162,0.7396746621722861,226.88269303462724
Armenia,Asia,2020-07-03,662,163,0.740086685448264,226.88269303462724
Armenia,Asia,2020-07-04,580,164,0.7404998997583845,226.88269303462724
Armenia,Asia,2020-07-05,706,165,0.7409143102744996,226.88269303462724
Armenia,Asia,2020-07-06,330,166,0.7413299221984487,226.88269303462724
Armenia,Asia,2020-07-07,349,167,0.7417467407622758,226.88269303462724
Armenia,Asia,2020-07-08,535,168,0.7421647712284491,226.88269303462724
Armenia,Asia,2020-07-09,526,169,0.7425840188900833,226.88269303462724
Armenia,Asia,2020-07-10,557,170,0.7430044890711619,226.88269303462724
Armenia,Asia,2020-07-11,489,171,0.743426187126763,226.88269303462724
Armenia,Asia,2020-07-12,577,172,0.743849118443287,226.88269303462724
Armenia,Asia,2020-07-13,182,173,0.7442732884386853,226.88269303462724
Armenia,Asia,2020-07-14,339,174,0.7446987025626922,226.88269303462724
Armenia,Asia,2020-07-15,515,175,0.7451253662970581,226.88269303462724
Armenia,Asia,2020-07-16,554,176,0.7455532851557845,226.88269303462724
Armenia,Asia,2020-07-17,442,177,0.7459824646853626,226.88269303462724
Armenia,Asia,2020-07-18,461,178,0.7464129104650117,226.88269303462724
Armenia,Asia,2020-07-19,415,179,0.746844628106922,226.88269303462724
Armenia,Asia,2020-07-20,104,180,0.7472776232564978,226.88269303462724
Armenia,Asia,2020-07-21,273,181,0.7477119015926041,226.88269303462724
Armenia,Asia,2020-07-22,439,182,0.7481474688278146,226.88269303462724
Armenia,Asia,2020-07-23,469,183,0.7485843307086618,226.88269303462724
Armenia,Asia,2020-07-24,451,184,0.7490224930158906,226.88269303462724
Armenia,Asia,2020-07-25,383,185,0.7494619615647126,226.88269303462724
Armenia,Asia,2020-07-26,321,186,0.7499027422050636,226.88269303462724
Armenia,Asia,2020-07-27,73,187,0.750344840821863,226.88269303462724
Armenia,Asia,2020-07-28,239,188,0.7507882633352762,226.88269303462724
Armenia,Asia,2020-07-29,308,189,0.7512330157009781,226.88269303462724
Armenia,Asia,2020-07-30,259,190,0.7516791039104205,226.88269303462724
Armenia,Asia,2020-07-31,354,191,0.7521265339911004,226.88269303462724
Armenia,Asia,2020-08-01,291,192,0.7525753120068323,226.88269303462724
Armenia,Asia,2020-08-02,209,193,0.7530254440580213,226.88269303462724
Armenia,Asia,2020-08-03,52,194,0.7534769362819401,226.88269303462724
Armenia,Asia,2020-08-04,196,195,0.753929794853008,226.88269303462724
Armenia,Asia,2020-08-05,288,196,0.7543840259830717,226.88269303462724
Armenia,Asia,2020-08-06,233,197,0.7548396359216901,226.88269303462724
Armenia,Asia,2020-08-07,166,198,0.7552966309564202,226.88269303462724
Armenia,Asia,2020-08-08,200,199,0.755755017413107,226.88269303462724
Armenia,Asia,2020-08-09,225,200,0.7562148016561752,226.88269303462724
Armenia,Asia,2020-08-10,23,201,0.756675990088923,226.88269303462724
Armenia,Asia,2020-08-11,160,202,0.7571385891538207,226.88269303462724
Armenia,Asia,2020-08-12,201,203,0.7576026053328098,226.88269303462724
Armenia,Asia,2020-08-13,229,204,0.7580680451476057,226.88269303462724
Armenia,Asia,2020-08-14,276,205,0.7585349151600038,226.88269303462724
Armenia,Asia,2020-08-15,196,206,0.7590032219721875,226.88269303462724
Armenia,Asia,2020-08-16,168,207,0.7594729722270391,226.88269303462724
Armenia,Asia,2020-08-17,38,208,0.7599441726084549,226.88269303462724
Armenia,Asia,2020-08-18,145,209,0.760416829841661,226.88269303462724
Armenia,Asia,2020-08-19,210,210,0.7608909506935343,226.88269303462724
Armenia,Asia,2020-08-20,263,211,0.7613665419729246,226.88269303462724
Armenia,Asia,2020-08-21,158,212,0.7618436105309812,226.88269303462724
Armenia,Asia,2020-08-22,139,213,0.7623221632614813,226.88269303462724
Armenia,Asia,2020-08-23,176,214,0.7628022071011628,226.88269303462724
Armenia,Asia,2020-08-24,33,215,0.7632837490300585,226.88269303462724
Armenia,Asia,2020-08-25,111,216,0.7637667960718353,226.88269303462724
Armenia,Asia,2020-08-26,131,217,0.7642513552941352,226.88269303462724
Armenia,Asia,2020-08-27,203,218,0.7647374338089203,226.88269303462724
Armenia,Asia,2020-08-28,181,219,0.7652250387728203,226.88269303462724
Armenia,Asia,2020-08-29,175,220,0.7657141773874843,226.88269303462724
Armenia,Asia,2020-08-30,124,221,0.7662048568999347,226.88269303462724
Armenia,Asia,2020-08-31,31,222,0.7666970846029258,226.88269303462724
Armenia,Asia,2020-09-01,97,223,0.7671908678353047,226.88269303462724
Armenia,Asia,2020-09-02,197,224,0.7676862139823759,226.88269303462724
Armenia,Asia,2020-09-03,196,225,0.76818313047627,226.88269303462724
Armenia,Asia,2020-09-04,190,226,0.7686816247963149,226.88269303462724
Armenia,Asia,2020-09-05,188,227,0.7691817044694113,226.88269303462724
Armenia,Asia,2020-09-06,134,228,0.7696833770704115,226.88269303462724
Armenia,Asia,2020-09-07,62,229,0.7701866502225019,226.88269303462724
Armenia,Asia,2020-09-08,108,230,0.7706915315975891,226.88269303462724
Armenia,Asia,2020-09-09,199,231,0.7711980289166898,226.88269303462724
Armenia,Asia,2020-09-10,174,232,0.7717061499503239,226.88269303462724
Armenia,Asia,2020-09-11,177,233,0.7722159025189131,226.88269303462724
Armenia,Asia,2020-09-12,172,234,0.7727272944931806,226.88269303462724
Armenia,Asia,2020-09-13,187,235,0.7732403337945573,226.88269303462724
Armenia,Asia,2020-09-14,107,236,0.7737550283955901,226.88269303462724
Armenia,Asia,2020-09-15,150,237,0.7742713863203556,226.88269303462724
Armenia,Asia,2020-09-16,257,238,0.7747894156448765,226.88269303462724
Armenia,Asia,2020-09-17,295,239,0.7753091244975426,226.88269303462724
Armenia,Asia,2020-09-18,239,240,0.7758305210595368,226.88269303462724
Armenia,Asia,2020-09-19,244,241,0.776353613565263,226.88269303462724
Armenia,Asia,2020-09-20,277,242,0.776878410302781,226.88269303462724
Armenia,Asia,2020-09-21,121,243,0.7774049196142433,226.88269303462724
Armenia,Asia,2020-09-22,115,244,0.7779331498963373,226.88269303462724
Armenia,Asia,2020-09-23,210,245,0.7784631096007323,226.88269303462724
Armenia,Asia,2020-09-24,374,246,0.7789948072345291,226.88269303462724
Armenia,Asia,2020-09-25,392,247,0.7795282513607164,226.88269303462724
Armenia,Asia,2020-09-26,429,248,0.7800634505986296,226.88269303462724
Armenia,Asia,2020-09-27,328,249,0.7806004136244156,226.88269303462724
Armenia,Asia,2020-09-28,174,250,0.7811391491715013,226.88269303462724
Armenia,Asia,2020-09-29,327,251,0.7816796660310673,226.88269303462724
Armenia,Asia,2020-09-30,458,252,0.7822219730525259,226.88269303462724
Armenia,Asia,2020-10-01,491,253,0.7827660791440043,226.88269303462724
Armenia,Asia,2020-10-02,532,254,0.7833119932728322,226.88269303462724
Armenia,Asia,2020-10-03,543,255,0.7838597244660342,226.88269303462724
Armenia,Asia,2020-10-04,571,256,0.784409281810828,226.88269303462724
Armenia,Asia,2020-10-05,181,257,0.7849606744551264,226.88269303462724
Armenia,Asia,2020-10-06,406,258,0.785513911608045,226.88269303462724
Armenia,Asia,2020-10-07,672,259,0.7860690025404149,226.88269303462724
Armenia,Asia,2020-10-08,718,260,0.7866259565853009,226.88269303462724
Armenia,Asia,2020-10-09,614,261,0.7871847831385241,226.88269303462724
Armenia,Asia,2020-10-10,649,262,0.7877454916591905,226.88269303462724
Armenia,Asia,2020-10-11,715,263,0.7883080916702245,226.88269303462724
Armenia,Asia,2020-10-12,370,264,0.7888725927589085,226.88269303462724
Armenia,Asia,2020-10-13,745,265,0.789439004577427,226.88269303462724
Armenia,Asia,2020-10-14,1058,266,0.790007336843417,226.88269303462724
Armenia,Asia,2020-10-15,1371,267,0.7905775993405234,226.88269303462724
Armenia,Asia,2020-10-16,1465,268,0.7911498019189611,226.88269303462724
Armenia,Asia,2020-10-17,1540,269,0.7917239544960815,226.88269303462724
Armenia,Asia,2020-10-18,1694,270,0.7923000670569457,226.88269303462724
Armenia,Asia,2020-10-19,766,271,0.7928781496549033,226.88269303462724
Armenia,Asia,2020-10-20,1234,272,0.7934582124121774,226.88269303462724
Armenia,Asia,2020-10-21,1836,273,0.794040265520455,226.88269303462724
Armenia,Asia,2020-10-22,2306,274,0.7946243192414844,226.88269303462724
Armenia,Asia,2020-10-23,2474,275,0.7952103839076775,226.88269303462724
Armenia,Asia,2020-10-24,2213,276,0.7957984699227203,226.88269303462724
Armenia,Asia,2020-10-25,2314,277,0.7963885877621871,226.88269303462724
Armenia,Asia,2020-10-26,973,278,0.7969807479741639,226.88269303462724
Armenia,Asia,2020-10-27,1600,279,0.7975749611798756,226.88269303462724
Armenia,Asia,2020-10-28,2241,280,0.7981712380743221,226.88269303462724
Armenia,Asia,2020-10-29,2383,281,0.7987695894269191,226.88269303462724
Armenia,Asia,2020-10-30,2398,282,0.7993700260821472,226.88269303462724
Armenia,Asia,2020-10-31,2381,283,0.7999725589602068,226.88269303462724
Armenia,Asia,2020-11-01,2441,284,0.8005771990576794,226.88269303462724
Armenia,Asia,2020-11-02,1194,285,0.801183957448198,226.88269303462724
Armenia,Asia,2020-11-03,1328,286,0.801792845283122,226.88269303462724
Armenia,Asia,2020-11-04,2374,287,0.8024038737922207,226.88269303462724
Armenia,Asia,2020-11-05,2413,288,0.8030170542843639,226.88269303462724
Armenia,Asia,2020-11-06,2210,289,0.8036323981482192,226.88269303462724
Armenia,Asia,2020-11-07,2476,290,0.8042499168529574,226.88269303462724
Armenia,Asia,2020-11-08,2175,291,0.804869621948965,226.88269303462724
Armenia,Asia,2020-11-09,1042,292,0.8054915250685644,226.88269303462724
Armenia,Asia,2020-11-10,1221,293,0.8061156379267412,226.88269303462724
Armenia,Asia,2020-11-11,1861,294,0.8067419723218808,226.88269303462724
Armenia,Asia,2020-11-12,2132,295,0.8073705401365111,226.88269303462724
Armenia,Asia,2020-11-13,1703,296,0.808001353338054,226.88269303462724
Armenia,Asia,2020-11-14,1472,297,0.8086344239795855,226.88269303462724
Armenia,Asia,2020-11-15,1482,298,0.8092697642006025,226.88269303462724
Armenia,Asia,2020-11-16,549,299,0.8099073862277996,226.88269303462724
Armenia,Asia,2020-11-17,984,300,0.8105473023758528,226.88269303462724
Armenia,Asia,2020-11-18,1589,301,0.8111895250482126,226.88269303462724
Armenia,Asia,2020-11-19,1520,302,0.8118340667379054,226.88269303462724
Armenia,Asia,2020-11-20,1667,303,0.8124809400283435,226.88269303462724
Armenia,Asia,2020-11-21,1193,304,0.8131301575941439,226.88269303462724
Armenia,Asia,2020-11-22,1385,305,0.8137817322019564,226.88269303462724
Armenia,Asia,2020-11-23,485,306,0.8144356767113003,226.88269303462724
Armenia,Asia,2020-11-24,813,307,0.8150920040754104,226.88269303462724
Armenia,Asia,2020-11-25,1563,308,0.815750727342092,226.88269303462724
Armenia,Asia,2020-11-26,1785,309,0.8164118596545861,226.88269303462724
Armenia,Asia,2020-11-27,1476,310,0.8170754142524432,226.88269303462724
Armenia,Asia,2020-11-28,1248,311,0.8177414044724071,226.88269303462724
Armenia,Asia,2020-11-29,1174,312,0.8184098437493085,226.88269303462724
Armenia,Asia,2020-11-30,356,313,0.8190807456169681,226.88269303462724
Armenia,Asia,2020-12-01,843,314,0.8197541237091108,226.88269303462724
Armenia,Asia,2020-12-02,1264,315,0.8204299917602882,226.88269303462724
Armenia,Asia,2020-12-03,1277,316,0.8211083636068132,226.88269303462724
Armenia,Asia,2020-12-04,1184,317,0.8217892531877037,226.88269303462724
Armenia,Asia,2020-12-05,1267,318,0.8224726745456378,226.88269303462724
Armenia,Asia,2020-12-06,978,319,0.8231586418279186,226.88269303462724
Armenia,Asia,2020-12-07,407,320,0.8238471692874512,226.88269303462724
Armenia,Asia,2020-12-08,584,321,0.8245382712837288,226.88269303462724
Armenia,Asia,2020-12-09,1138,322,0.8252319622838322,226.88269303462724
Armenia,Asia,2020-12-10,1174,323,0.8259282568634383,226.88269303462724
Armenia,Asia,2020-12-11,1077,324,0.8266271697078413,226.88269303462724
Armenia,Asia,2020-12-12,995,325,0.8273287156129855,226.88269303462724
Armenia,Asia,2020-12-13,1013,326,0.8280329094865088,226.88269303462724
Armenia,Asia,2020-12-14,357,327,0.8287397663487988,226.88269303462724
Armenia,Asia,2020-12-15,438,328,0.8294493013340614,226.88269303462724
Armenia,Asia,2020-12-16,1098,329,0.8301615296914,226.88269303462724
Armenia,Asia,2020-12-17,1174,330,0.8308764667859084,226.88269303462724
Armenia,Asia,2020-12-18,861,331,0.831594128099776,226.88269303462724
Armenia,Asia,2020-12-19,920,332,0.8323145292334047,226.88269303462724
Armenia,Asia,2020-12-20,652,333,0.8330376859065399,226.88269303462724
Armenia,Asia,2020-12-21,240,334,0.8337636139594138,226.88269303462724
Armenia,Asia,2020-12-22,537,335,0.8344923293539017,226.88269303462724
Armenia,Asia,2020-12-23,838,336,0.8352238481746921,226.88269303462724
Armenia,Asia,2020-12-24,702,337,0.8359581866304704,226.88269303462724
Armenia,Asia,2020-12-25,621,338,0.8366953610551157,226.88269303462724
Armenia,Asia,2020-12-26,586,339,0.8374353879089119,226.88269303462724
Armenia,Asia,2020-12-27,485,340,0.8381782837797732,226.88269303462724
Armenia,Asia,2020-12-28,114,341,0.8389240653844832,226.88269303462724
Armenia,Asia,2020-12-29,348,342,0.8396727495699486,226.88269303462724
Armenia,Asia,2020-12-30,582,343,0.8404243533144686,226.88269303462724
Armenia,Asia,2020-12-31,531,344,0.8411788937290174,226.88269303462724
Armenia,Asia,2021-01-01,329,345,0.8419363880585432,226.88269303462724
Armenia,Asia,2021-01-02,60,346,0.842696853683282,226.88269303462724
Armenia,Asia,2021-01-03,229,347,0.8434603081200864,226.88269303462724
Armenia,Asia,2021-01-04,193,348,0.8442267690237716,226.88269303462724
Armenia,Asia,2021-01-05,324,349,0.8449962541884751,226.88269303462724
Armenia,Asia,2021-01-06,309,350,0.8457687815490347,226.88269303462724
Armenia,Asia,2021-01-07,201,351,0.8465443691823813,226.88269303462724
Armenia,Asia,2021-01-08,361,352,0.8473230353089493,226.88269303462724
Armenia,Asia,2021-01-09,379,353,0.8481047982941031,226.88269303462724
Armenia,Asia,2021-01-10,337,354,0.8488896766495815,226.88269303462724
Armenia,Asia,2021-01-11,157,355,0.849677689034958,226.88269303462724
Armenia,Asia,2021-01-12,355,356,0.8504688542591207,226.88269303462724
Armenia,Asia,2021-01-13,485,357,0.8512631912817675,226.88269303462724
Armenia,Asia,2021-01-14,448,358,0.8520607192149221,226.88269303462724
Armenia,Asia,2021-01-15,396,359,0.8528614573244653,226.88269303462724
Armenia,Asia,2021-01-16,263,360,0.8536654250316876,226.88269303462724
Armenia,Asia,2021-01-17,351,361,0.8544726419148587,226.88269303462724
Armenia,Asia,2021-01-18,90,362,0.8552831277108172,226.88269303462724
Armenia,Asia,2021-01-19,236,363,0.8560969023165785,226.88269303462724
Armenia,Asia,2021-01-20,309,364,0.8569139857909642,226.88269303462724
Armenia,Asia,2021-01-21,307,365,0.8577343983562491,226.88269303462724
Armenia,Asia,2021-01-22,183,366,0.8585581603998299,226.88269303462724
Armenia,Asia,2021-01-23,198,367,0.8593852924759144,226.88269303462724
Armenia,Asia,2021-01-24,127,368,0.8602158153072306,226.88269303462724
Armenia,Asia,2021-01-25,58,369,0.8610497497867573,226.88269303462724
Armenia,Asia,2021-01-26,138,370,0.8618871169794765,226.88269303462724
Armenia,Asia,2021-01-27,195,371,0.8627279381241469,226.88269303462724
Armenia,Asia,2021-01-28,242,372,0.8635722346350992,226.88269303462724
Armenia,Asia,2021-01-29,59,373,0.8644200281040547,226.88269303462724
Armenia,Asia,2021-01-30,173,374,0.8652713403019657,226.88269303462724
Armenia,Asia,2021-01-31,125,375,0.8661261931808787,226.88269303462724
